# SentiWordNet v3.0.0 (1 June 2010)
# Copyright 2010 ISTI-CNR.
# All right reserved.
#
# SentiWordNet is distributed under the Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0) license.
# http://creativecommons.org/licenses/by-sa/3.0/
#
# For any information about SentiWordNet:
# Web: http://sentiwordnet.isti.cnr.it
# -------
#
# Data format.
#
# SentiWordNet v3.0 is based on WordNet version 3.0.
# WordNet website: http://wordnet.princeton.edu/
#
# The pair (POS,ID) uniquely identifies a WordNet (3.0) synset.
# The values PosScore and NegScore are the positivity and negativity
# score assigned by SentiWordNet to the synset.
# The objectivity score can be calculated as:
# ObjScore = 1 - (PosScore + NegScore)
# SynsetTerms column reports the terms, with sense number, belonging
# to the synset (separated by spaces).
#
# -------
#
# POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	00124918	0	0	terrestrial#3	operating or living or growing on land
a	00125068	0	0	onshore#2	on the edge of the land; "an onshore lighthouse"
a	00125170	0	0	overland#1	traveling or passing over land; "an overland journey"; "the overland route used by Marco Polo"
a	00125319	0	0	amphibious#2	operating or living on land and in water; "amphibious vehicles"; "amphibious operations"; "amphibious troops"; "frogs are amphibious animals"
a	00125553	0	0	semiaquatic#1 amphibiotic#1	having an aquatic early or larval form and a terrestrial adult form
a	00125711	0	0.125	preceding#1	existing or coming before
a	00125993	0	0.125	above#1	appearing earlier in the same text; "flaws in the above interpretation"
a	00126116	0	0.125	above-named#1 above-mentioned#1	mentioned or named earlier in the same text
a	00126235	0	0	foregoing#1	especially of writing or speech; going before
a	00126339	0	0	prefatory#1 prefatorial#1 introductory#3	serving as an introduction or preface
a	00126497	0	0	precedent#1	preceding in time, order, or significance
a	00126702	0	0	premedical#2	preceding and preparing for the study of medicine; "premedical courses"
a	00126830	0	0	propaedeutic#1 preparatory#1 preparative#1	preceding and preparing for something; "preparatory steps"
a	00127137	0	0	previous#1 old#8	just preceding something else in time or order; "the previous owner"; "my old house was larger"
a	00127296	0	0	succeeding#1	coming after or following
a	00127543	0	0.375	consecutive#1 back-to-back#1	one after the other; "back-to-back home runs"
a	00127661	0	0	ensuing#1	following immediately and as a result of what went before; "ensuing events confirmed the prediction"
a	00127815	0	0	undermentioned#1 following#1	about to be mentioned or specified; "the following items"
a	00127948	0	0	next#1 following#2	immediately following in time or order; "the following day"; "next in line"; "the next president"; "the next item on the list"
a	00128137	0	0	in_line#1	being next in a line of succession; "he was in line for the presidency"
a	00128262	0	0	postmortem#2	after death or after an event; "a postmortem examination to determine the cause of death"; "the postmortem discussion of the President's TV address"
a	00128467	0.375	0	precedented#1	having or supported or justified by a precedent
a	00128572	0	0	unprecedented#1	having no precedent; novel; "an unprecedented expansion in population and industry"
a	00128733	0	0.625	unexampled#1 new#4	having no previous example or precedent or parallel; "a time of unexampled prosperity"
a	00128882	0	0	prehensile#1	adapted for grasping especially by wrapping around an object; "a monkey's prehensile tail"
a	00129029	0	0.125	nonprehensile#1	not prehensile
a	00129103	0	0.125	prenatal#1 antepartum#1 antenatal#1	occurring or existing before birth; "the prenatal period"; "antenatal care"
a	00129276	0	0	perinatal#1	occurring during the period around birth (5 months before and 1 month after); "perinatal mortality"; "perinatal care"
a	00129467	0	0.125	postpartum#1 postnatal#1	occurring immediately after birth; "postnatal development"
a	00129612	0	0	preprandial#1	preceding a meal (especially dinner); "a preprandial drink"
a	00129729	0	0	postprandial#1	following a meal (especially dinner); "his postprandial cigar"; "took a postprandial walk"
a	00129878	0	0	prewar#1	existing or belonging to a time before a war; "prewar levels of industrial production"
a	00130017	0	0	postwar#1	belonging to the period after a war; "postwar resettlement"; "postwar inflation"
a	00130151	0	0.125	retrograde#2	of amnesia; affecting time immediately preceding trauma
a	00130281	0	0.125	anterograde#1	of amnesia; affecting time immediately following trauma
a	00130412	0	0	antemeridian#1	before noon
a	00130518	0	0	ante_meridiem#1 a.m.#1	before noon
a	00130596	0	0	postmeridian#1	after noon
a	00130701	0	0	post_meridiem#1 p.m.#1	after noon
a	00130778	0	0	anterior#1	of or near the head end or toward the front plane of a body
a	00131018	0	0	frontal#1	belonging to the front part; "a frontal appendage"
a	00131176	0	0	frontal#4	of or adjacent to the forehead or frontal bone; "the frontal lobes"
a	00131297	0	0	prefrontal#1	anterior to a frontal structure; "a prefrontal bone"; "prefrontal lobes"
a	00131426	0	0	posterior#1	located at or near or behind a part or near the end of a structure
a	00131692	0	0	hinder#1 hind#1 back#2	located at or near the back of an animal; "back (or hind) legs"; "the hinder part of a carcass"
a	00131863	0	0	caudal#3	situated in or directed toward the part of the body from which the tail arises; "caudal fins"; "the caudal end of the body"
a	00132040	0	0	retral#2	at or near or toward the posterior
a	00132127	0	0	dorsal#1	belonging to or on or near the back or upper surface of an animal or organ or part; "the dorsal fin is the vertical fin on the back of a fish and certain marine mammals"
a	00132385	0	0	ventral#1	toward or on or near the belly (front of a primate or lower surface of a lower animal); "the ventral aspect of the human body"; "the liver is somewhat ventral in position"; "ventral (or pelvic) fins correspond to the hind limbs of a quadruped"
a	00132754	0	0	dorsoventral#1	extending from the back to the belly
a	00132849	0.5	0	appealable#1	capable of being appealed especially to a higher tribunal; "decisions...appealable to the head of the agency"- New Republic
a	00133065	0	0.5	unappealable#1	not subject to appeal; "the judge's ruling was handed down in a preliminary hearing rather than a trial and was therefore unappealable"
a	00133259	0	0	appendaged#1	having an appendage
a	00133335	0	0.625	unappendaged#1	not having an appendage
a	00133417	0.5	0.25	appetizing#1 appetising#1	appealing to or stimulating the appetite especially in appearance or aroma
a	00133669	0.625	0.25	savoury#3 savory#3 mouth-watering#1	pleasing to the sense of taste
a	00133851	0	0.75	unappetizing#1 unappetising#1	not appetizing in appearance, aroma, or taste
a	00134060	0	0	approachable#2	easy to meet or converse or do business with; "a friendly approachable person"
a	00134251	0.125	0.125	accessible#4	easy to get along with or talk to; friendly; "an accessible and genial man"
a	00134401	0	0.375	unapproachable#1	discouraging intimacies; reserved; "an unapproachable executive"
a	00134562	0.125	0.625	standoffish#1 offish#1	lacking cordiality; unfriendly; "a standoffish manner"
a	00134701	0	0	appropriate#1	suitable for a particular person or place or condition etc; "a book not appropriate for children"; "a funeral conducted the appropriate solemnity"; "it seems that an apology is appropriate"
a	00135092	0	0	befitting#1	appropriate to; "behavior befitting a father"
a	00135193	0	0	grade-appropriate#1	the quality of ability and work that is appropriate for students in a specified grade
a	00135342	0.5	0	pat#2	exactly suited to the occasion; "a pat reply"
a	00135455	0	0	right#6 proper#4	appropriate for a condition or purpose or occasion or a person's character, needs; "everything in its proper place"; "the right man for the job"; "she is not suitable for the position"
a	00135718	0.125	0.75	inappropriate#1	not suitable for a particular occasion etc; "noise seems inappropriate at a time of sadness"; "inappropriate shoes for a walk on the beach"; "put inappropriate pressure on them"
a	00136081	0	0.625	unbefitting#1	not befitting; "behavior unbefitting a father"
a	00136185	0	0.875	wrong#3 improper#3	not appropriate for a purpose or occasion; "said all the wrong things"
a	00136354	0	0	due#1	owed and payable immediately or on demand; "payment is due"
a	00136589	0	0	callable#1	subject to a demand for payment before due date; "callable bonds"
a	00136727	0	0	collect#1 cod#1	payable by the recipient on delivery; "a collect call"; "the letter came collect"; "a COD parcel"
a	00136884	0.125	0.125	payable#1 collectible#1 collectable#1	subject to or requiring payment especially as specified; "a collectible bill"; "a note payable on demand"; "a check payable to John Doe"
a	00137120	0	0.25	overdue#1 delinquent#3	past due; not paid at the scheduled time; "an overdue installment"; "a delinquent account"
a	00137277	0	0	receivable#1	awaiting payment; "accounts receivable"
a	00137373	0	0	out-of-pocket#1	calling for the spending of cash; "his out-of-pocket costs were $10"
a	00137501	0	0	repayable#1	subject to repayment; "business loans are usually repayable in regular installments"
a	00137641	0.125	0.25	undue#1	not yet payable; "an undue loan"
a	00137725	0.75	0	due#3	suitable to or expected in the circumstances; "all due respect"; "due cause to honor them"; "a long due promotion"; "in due course"; "due esteem"; "exercising due care"
a	00137943	0	0.625	undue#2	not appropriate or proper (or even legal) in the circumstances; "undue influence"; "I didn't want to show undue excitement"; "accused of using undue force"
a	00138169	0.5	0.125	apropos#1	of an appropriate or pertinent nature
a	00138314	0.375	0.25	pertinent#2 apt#4 apposite#1	being of striking appropriateness and pertinence; "the successful copywriter is a master of apposite and evocative verbal images"; "an apt reply"
a	00138622	0.25	0.75	malapropos#1	of an inappropriate or incorrectly applied nature
a	00138782	0.125	0.875	out_of_place#1 inapposite#1	of an inappropriate or misapplied nature
a	00138912	0.25	0	a_priori#1	involving deductive reasoning from a general principle to a necessary effect; not supported by fact; "an a priori judgment"
a	00139126	0.125	0	a_posteriori#1	involving reasoning from facts or particulars to general principles or from effects to causes; "a posteriori demonstration"
a	00139344	0	0.5	apteral#1	having columns at one or both ends but not along the sides
a	00139492	0.375	0	porticoed#1 amphistylar#2 amphiprostyle#1 amphiprostylar#1	marked by columniation having free columns in porticoes either at both ends or at both sides of a structure
a	00139702	0.375	0	pseudoprostyle#1 prostyle#1	marked by columniation having free columns in a portico only across the opening to the structure
a	00139870	0	0	peripteral#1	having columns on all sides
a	00139990	0	0	monopteral#1	having circular columniation
a	00140075	0	0	pseudoperipteral#1 peristylar#1	having columniation completely circling an area of the structure
a	00140233	0	0	arbitrable#1	appropriate for or subject to settlement by arbitration; "an arbitrable wage and health benefits policy"; "an arbitrable dispute"
a	00140437	0	0.625	nonarbitrable#1	not appropriate for or subject to arbitration
a	00140542	0.125	0	columned#1	having or resembling columns; having columns of a specified kind (often used as a combining form); "a columned portico"; "trees with columned trunks"; "white-columned houses"
a	00140880	0	0	amphistylar#1	having columns either at both ends or at both sides
a	00140989	0.375	0.25	columnar#2	characterized by columns; "columnar construction"
a	00141111	0	0	columnlike#1 columniform#1 columnar#1	having the form of a column; "trees with columniform trunks"; "columnar forms"; "a columnlike tree trunk"
a	00141316	0.125	0	colonnaded#1	having a series of columns arranged at regular intervals
a	00141429	0.125	0	pillared#1	having pillars; "the pillared portico"
a	00141522	0	0.5	uncolumned#1 noncolumned#1	not having columns
a	00141647	0	0.25	astylar#1	lacking columns or pillars
a	00141746	0.125	0.25	unpillared#1	lacking pillars
a	00141818	0	0	tree-living#1 arboreous#1 arboreal#2	inhabiting or frequenting trees; "arboreal apes"
a	00141947	0	0.625	nonarboreal#1	not inhabiting or frequenting trees
a	00142040	0	0.125	sandy#2 sandlike#1 arenaceous#1	resembling or containing or abounding in sand; or growing in sandy areas; "arenaceous limestone"; "arenaceous grasses"
a	00142270	0	0.125	clayey#1 argillaceous#1	resembling or containing clay; "argillaceous rocks"
a	00142407	0.25	0.125	armed#1	(used of persons or the military) characterized by having or bearing arms; "armed robbery"
a	00142622	0	0	weaponed#1 equipped#4	carrying weapons
a	00142704	0	0	light-armed#2	armed with light equipment and weapons; "a light-armed brigade"
a	00142825	0	0	militarized#1 militarised#1	issued military arms
a	00142917	0	0.5	unarmed#1	(used of persons or the military) not having or using arms; "went alone and unarmed"; "unarmed peasants were shot down"; "unarmed vehicles"
a	00143201	0.125	0	barehanded#1	with bare hands; "fought barehanded"
a	00143294	0.125	0	clean#16	not carrying concealed weapons
a	00143376	0	0.125	defenseless#3 defenceless#2	lacking weapons for self-defense
a	00143516	0	0	weaponless#1	without a weapon
a	00143589	0	0.125	armoured#2 armored#1	protected by armor (used of persons or things military)
a	00143854	0	0.375	steel-plated#1 armour-plated#1 armour-clad#1 armor-plated#1 armor-clad#1	covered with heavy steel; "armor-plated vehicles"
a	00144020	0	0.5	bony-plated#1	covered with bony plates
a	00144102	0.375	0.25	bulletproof#2	not penetrable by bullets; "bulletproof glass"; "bulletproof vest"
a	00144244	0	0	lightly_armoured#1 lightly_armored#1	equipped with armor heavy enough to provide protection against fire from light arms
a	00144408	0	0	mail-cheeked#1	having bony plates on the sides of the head
a	00144510	0	0.125	mailed#1 mail-clad#1	wearing protective mail
a	00144598	0	0	scaled#2	(used of armor) having overlapping metal plates attached to a leather backing
a	00144728	0	0	unarmoured#2 unarmored#2	(used of persons or things military) without protective armor
a	00144877	0	0.125	armed#3	(used of plants and animals) furnished with bristles and thorns
a	00145083	0	0.375	thorny#2 spiny#2 setose#1 setaceous#1 prickly#2 burry#1 burred#1 bristly#2 bristled#1 briery#1 briary#1 barbellate#1 barbed#2	having or covered with protective barbs or quills or spines or thorns or setae etc.; "a horse with a short bristly mane"; "bristly shrubs"; "burred fruits"; "setaceous whiskers"
a	00145628	0.25	0.25	bristlelike#1	resembling a bristle
a	00145706	0	0.125	brushlike#1	resembling a brush; "brushlike blue blooms"
a	00145805	0.25	0.25	thistlelike#1	resembling a thistle
a	00145883	0	0.25	taloned#1 clawed#2	(of predatory animals) armed with claws or talons
a	00145995	0	0.625	unarmed#2	(used of plants or animals) lacking barbs or stings or thorns
a	00146128	0.125	0.375	thornless#1 spineless#4	lacking thorns
a	00146210	0	0	armed#2	having arms or arms as specified; used especially in combination; "the many-armed goddess Shiva"
a	00146430	0	0.125	armlike#1	resembling an arm
a	00146501	0	0	brachiate#2	having arms or armlike appendages
a	00146609	0	0	long-armed#1	having relatively long arms
a	00146693	0	0	one-armed#1	having one arm; "a one-armed veteran"
a	00146786	0	0	armless#1	having no arms; "the armless Venus de Milo"
a	00146883	0	0.125	armoured#1 armored#2	used of animals; provided with protective covering
a	00147052	0	0.125	bone-covered#1	(of animals) armored with bone
a	00147160	0	0	scaly#2 scaley#1 scaled#1	having the body covered or partially covered with thin horny plates, as some fish and reptiles
a	00147397	0	0	silver-scaled#1	having the body covered or partially covered with silver-colored scales
a	00147528	0	0.125	unarmoured#1 unarmored#1	used of animals; without protective covering
a	00147659	0	0.625	scaleless#1	destitute of scales
a	00147734	0.625	0	artful#2	marked by skill in achieving a desired end especially with cunning or craft; "the artful dodger"; "an artful choice of metaphors"
a	00148078	0.625	0.125	wily#1 tricky#3 tricksy#1 sly#1 slick#4 knavish#1 guileful#1 foxy#1 dodgy#2 cunning#2 crafty#1	marked by skill in deception; "cunning men often pass for wise"; "deep political machinations"; "a foxy scheme"; "a slick evasive answer"; "sly as a fox"; "tricky Dick"; "a wily old attorney"
a	00148642	0.625	0	precious#4 cute#2	obviously contrived to charm; "an insufferably precious performance"; "a child with intolerably cute mannerisms"
a	00148852	0.125	0	scheming#2 designing#1	concealing crafty designs for advancing your own interest; "a selfish and designing nation obsessed with the dark schemes of European intrigue"- W.Churchill; "a scheming wife"; "a scheming gold digger"
a	00149120	0.625	0	deep#15	exhibiting great cunning usually with secrecy; "deep political machinations"; "a deep plot"
a	00149262	0.625	0	elusive#2	skillful at eluding capture; "a cabal of conspirators, each more elusive than the archterrorist"- David Kline
a	00149461	0.25	0	manipulative#1	skillful in influencing or controlling others to your own advantage; "the early manipulative techniques of a three-year-old child"
a	00149686	0.125	0.25	pawky#1	cunning and sly; "the pawky rich old lady who incessantly scores off her parasitical descendants"- Punch
a	00149861	0.25	0.625	artless#2	simple and natural; without cunning or deceit; "an artless manner"; "artless elegance"
a	00150055	0.25	0.375	careless#2	effortless and unstudied; "an impression of careless elegance"; "danced with careless grace"
a	00150202	0.125	0.5	articulate#1	expressing yourself easily or characterized by clear expressive language; "articulate speech"; "an articulate orator"; "articulate beings"
a	00150505	0.375	0.125	smooth-spoken#1 silver-tongued#1 silver#4 fluent#2 facile#3 eloquent#1	expressing yourself readily, clearly, effectively; "able to dazzle with his facile tongue"; "silver speech"
a	00150835	0.5	0	speech-endowed#1	capable of speech; "the speaking animal"
a	00150936	0	0	well-spoken#1	speaking or spoken fittingly or pleasingly; "a well-spoken gentleman"; "a few well-spoken words on civic pride"
a	00151105	0	0.625	unarticulate#1 inarticulate#1	without or deprived of the use of speech or words; "inarticulate beasts"; "remained stupidly inarticulate and saying something noncommittal"; "inarticulate with rage"; "an inarticulate cry"
a	00151530	0	0.75	aphasic#2	unable to speak because of a brain lesion
a	00151661	0	0.75	voiceless#4 aphonic#1	being without sound through injury or illness and thus incapable of all but whispered speech
a	00151855	0	0	silent#6 mute#2 dumb#4	unable to speak because of hereditary deafness
a	00152004	0	0	dumb#3	lacking the power of human speech; "dumb animals"
a	00152104	0.125	0.5	tongue-tied#1 incoherent#3	unable to express yourself clearly or fluently; "felt tongue-tied with embarrassment"; "incoherent with grief"
a	00152285	0.25	0.5	wordless#1 unspoken#1 tongueless#2 mute#1	expressed without speech; "a mute appeal"; "a silent curse"; "best grief is tongueless"- Emily Dickinson; "the words stopped at her lips unsounded"; "unspoken grief"; "choking exasperation and wordless shame"- Thomas Wolfe
a	00152629	0	0.625	speechless#1 dumb#2	temporarily incapable of speaking; "struck dumb"; "speechless with shock"
a	00152784	0	0.5	unarticulated#2	uttered without the use of normal words or syllables
a	00152896	0.5	0	speaking#1	capable of or involving speech or speaking; "human beings--the speaking animals"; "a speaking part in the play"
a	00153083	0	0.25	tongued#2	having a manner of speaking as specified; often used in combination; "golden-tongued"; "sharp-tongued"
a	00153239	0	0.5	walk-on#1 nonspeaking#1	not capable of or especially not involving speech or spoken lines; "had a nonspeaking role in the play"
a	00153410	0	0.625	articulated#1 articulate#2	consisting of segments held together by joints
a	00153545	0	0	jointed#1	having joints or jointed segments;
a	00153652	0	0.625	unarticulated#1	not consisting of segments that are held together by joints
a	00153789	0	0.5	unjointed#1	without joints or jointed segments
a	00153898	0	0.75	ashamed#1	feeling shame or guilt or embarrassment or remorse; "are you ashamed for having lied?"; "felt ashamed of my torn coat"
a	00154163	0	0.5	shamed#2 dishonored#1 disgraced#1 discredited#2	suffering shame
a	00154270	0	0.5	mortified#2 humiliated#2 embarrassed#2	made to feel uncomfortable because of shame or wounded pride; "too embarrassed to say hello to his drunken father on the street"; "humiliated that his wife had to go out to work"; "felt mortified by the comparison with her sister"
a	00154583	0.5	0.25	shamefaced#3 shamed#1 hangdog#1 guilty#2	showing a sense of guilt; "a guilty look"; "the hangdog and shamefaced air of the retreating enemy"- Eric Linklater
a	00154837	0.5	0.25	sheepish#2 shamefaced#2	showing a sense of shame
a	00154965	0.25	0.25	unashamed#1	used of persons or their behavior; feeling no shame
a	00155144	0.75	0.125	insolent#2 brazen-faced#1 brazen#1 brassy#3 bodacious#2 barefaced#2 bald-faced#2 audacious#2	unrestrained by convention or propriety; "an audacious trick to pull"; "a barefaced hypocrite"; "the most bodacious display of tourism this side of Anaheim"- Los Angeles Times; "bald-faced lies"; "brazen arrogance"; "the modern world with its quick material successes and insolent belief in the boundless possibilities of progress"- Bertrand Russell
a	00155720	0.125	0.625	unblushing#1 shameless#1	feeling no shame; "a shameless imposter"; "an unblushing apologist for fascism"
a	00155886	0	0.375	unembarrassed#1 unabashed#1	not embarrassed; "a tinseled charm and unabashed sentimentality"- Jerome Stone; "an unembarrassed greeting as if nothing untoward had happened"
a	00156101	0.625	0.25	self-assertive#1 self-asserting#1 assertive#1	aggressively self-assured; "an energetic assertive boy who was always ready to argue"; "pointing directly at a listener is an assertive act"
a	00156440	0.5	0.25	cocky#1	overly self-confident or self-assertive; "a very cocky young man"
a	00156575	0.25	0	forceful#2 emphatic#3	forceful and definite in expression or action; "the document contained a particularly emphatic guarantee of religious liberty"
a	00156839	0.625	0	unassertive#1	inclined to timidity or lack of self-confidence; "a shy unassertive person"
a	00157080	0.25	0.375	nonassertive#1	not aggressively self-assured, though not necessarily lacking in confidence; "she was quiet and nonassertive as she took control"
a	00157268	0.125	0.25	self-effacing#1 retiring#3 reticent#3	reluctant to draw attention to yourself
a	00157389	0	0.625	associatory#1 associative#1	characterized by or causing or resulting from the process of bringing ideas or events together in memory or imagination ; "associative learning"
a	00157659	0.625	0	associable#1	capable of being associated; "words associable with politics"
a	00157849	0	0.125	nonassociative#1	not associative
a	00157925	0.125	0.125	committed#2 attached#3	associated in an exclusive sexual relationship
a	00158110	0.25	0	betrothed#1 bespoken#2	pledged to be married; "the engaged couple"
a	00158238	0	0	intended#2	future; betrothed; "his intended bride"
a	00158332	0	0	involved#3	emotionally involved
a	00158407	0	0.75	uncommitted#2 unattached#2	not associated in an exclusive sexual relationship
a	00158546	0	0.625	unpromised#1 unpledged#1 unengaged#2	not promised in marriage; "continued seeing him but on an unengaged basis"
a	00158701	0.125	0	affixed#1	firmly attached; "the affixed labels"
a	00158864	0	0	appendant#1	affixed as an appendage
a	00158961	0	0	basifixed#1	attached by its base (as certain anthers to their filaments or stalks)
a	00159106	0	0	pasted#1 glued#1	affixed or as if affixed with glue or paste; "he stayed glued to one spot"; "pieces of pasted paper"
a	00159267	0	0	mounted#1	assembled for use; especially by being attached to a support
a	00159381	0	0.25	unaffixed#1 loose#7	not affixed; "the stamp came loose"
a	00159498	0	0.125	stalkless#1 sessile#2	attached directly by the base; not having an intervening stalk; "sessile flowers"; "the shell of a sessile barnacle is attached directly to a substrate"
a	00159735	0	0.125	stalked#1 pedunculate#1	having or growing on or from a peduncle or stalk; "a pedunculate flower"; "a pedunculate barnacle is attached to the substrate by a fleshy foot or stalk"
a	00159975	0	0.625	sessile#1	permanently attached to a substrate; not free to move about; "sessile marine animals and plants"
a	00160144	0	0	vagile#1	having freedom to move about; "vagile aquatic animals"
a	00160288	0	0.125	unattached#3 free-swimming#1	(of animals) able to swim about; not attached
a	00160425	0	0	attached#2	used of buildings joined by common sidewalls; "a block of attached houses"
a	00160573	0	0	detached#4	used of buildings; standing apart from others; "detached houses"; "a detached garage"
a	00160768	0	0.5	separate#2 freestanding#1	standing apart; not attached to or supported by anything; "a freestanding bell tower"; "a house with a separate garage"
a	00160957	0	0	semidetached#1	attached on one side only; "a semidetached house"
a	00161065	0	0	stuck#1	caught or fixed; "stuck in the mud"
a	00161170	0	0	cragfast#1	stranded on or as if on a crag; "cragfast climbers"
a	00161276	0.5	0.25	unstuck#1	free; "a man with a mule got my car unstuck"; "the gears locked in second and would not come unstuck"
a	00161431	0.5	0	attachable#1	capable of being fastened or added to something else; "a handle attachable by two bolts"
a	00161684	0.5	0	bondable#1 bindable#1	capable of being fastened or secured with a rope or bond
a	00161878	0.125	0	clip-on#1	attachable by a clip; "clip-on earrings"; "a clip-on bow tie"
a	00161993	0	0	tie-on#1	fastened by tying on; "tie-on labels"
a	00162083	0.25	0	detachable#1	designed to be unfastened or disconnected without damage; "shirts with detachable collars"
a	00162248	0.625	0	clastic#2	capable of being taken apart; "the professor had a clastic model of the human brain"
a	00162386	0.625	0	wary#1	marked by keen caution and watchful prudence; "they were wary in their movements"; "a wary glance at the black clouds"; "taught to be wary of strangers"
a	00162661	0.375	0	upon_one's_guard#1 on_your_guard#1 on_one's_guard#1 on_guard#1	vigilant; "on guard against con artists"; "must remain on your guard in such a situation"
a	00162863	0.375	0.125	shy#3	wary and distrustful; disposed to avoid persons or things; "shy of strangers"
a	00162990	0.125	0.625	unwary#1	not alert to danger or deception; "the shrieks of unwary animals taken by surprise"; "some thieves prey especially on unwary travelers"; "seduce the unwary reader into easy acquiescence"- O.J.Campbell
a	00163315	0.5	0.125	gullible#2	easily tricked because of being too trusting; "gullible tourists taken in by the shell game"
a	00163480	0	0.25	unguarded#2	displaying or feeling no wariness; "an unguarded remark"
a	00163592	0.25	0	attentive#1	(often followed by `to') giving care or attention; "attentive to details"; "the nurse was attentive to her patient"; "an attentive suitor"
a	00163948	0.25	0.125	wrapped#2 intent#1 enwrapped#1 engrossed#1 captive#2 absorbed#1	giving or marked by complete attention to; "that engrossed look or rapt delight"; "then wrapped in dreams"; "so intent on this fantastic...narrative that she hardly stirred"- Walter de la Mare; "rapt with wonder"; "wrapped in thought"
a	00164308	0.5	0	heedful#3 advertent#1	giving attention
a	00164462	0.5	0	observant#1	paying close attention especially to details
a	00164598	0.125	0.625	oversolicitous#1	excessively solicitous
a	00164681	0.375	0.125	solicitous#2	showing hovering attentiveness; "solicitous about her health"; "made solicitous inquiries about our family"
a	00164863	0.25	0.375	inattentive#1	showing a lack of attention or care; "inattentive students"; "an inattentive babysitter"
a	00165171	0.375	0.125	scatty#2 abstracted#1 absentminded#1 absent#3	lost in thought; showing preoccupation; "an absent stare"; "an absentminded professor"; "the scatty glancing quality of a hyperactive but unfocused intelligence"
a	00165458	0	0.25	distrait#1 distracted#1	having the attention diverted especially because of anxiety
a	00165585	0.25	0.25	woolgathering#1 moony#2 dreamy#1	dreamy in mood or nature; "a woolgathering moment"
a	00165766	0.25	0.375	yawning#3 oscitant#1 drowsy#2	showing lack of attention or boredom; "the yawning congregation"
a	00165943	0.375	0	oblivious#2 forgetful#3	failing to keep in mind; "forgetful of her responsibilities"; "oblivious old age"
a	00166146	0.875	0	attractive#1	pleasing to the eye or mind especially through beauty or charm; "a remarkably attractive young man"; "an attractive personality"; "attractive clothes"; "a book with attractive illustrations"
a	00166753	0.5	0	fascinating#2 entrancing#1 enthralling#1 enchanting#1 captivating#1 bewitching#1	capturing interest as if by a spell; "bewitching smile"; "Roosevelt was a captivating speaker"; "enchanting music"; "an enthralling book"; "antique papers of entrancing design"; "a fascinating woman"
a	00167077	0.5	0	magnetic#5 charismatic#1	possessing an extraordinary ability to attract; "a charismatic leader"; "a magnetic personality"
a	00167278	0.5	0	cute#1 cunning#1	attractive especially by means of smallness or prettiness or quaintness; "a cute kid with pigtails"; "a cute little apartment"; "cunning kittens"; "a cunning baby"
a	00167520	0.5	0	dinky#2	(British informal) pretty and neat; "what a dinky little hat"
a	00167671	0.875	0	piquant#3 engaging#1	attracting or delighting; "an engaging frankness"; "a piquant face with large appealing eyes"
a	00167829	0.625	0	winning#2 taking#1 fetching#1	very attractive; capturing interest; "a fetching new hairstyle"; "something inexpressibly taking in his manner"; "a winning personality"
a	00168039	0	0.375	showy#4 glossy#3	superficially attractive and stylish; suggesting wealth or expense; "a glossy TV series"
a	00168188	0.375	0	spellbinding#1 mesmerizing#1 mesmeric#1 hypnotic#2	attracting and holding interest as if by a spell; "read the bedtime story in a hypnotic voice"; "she had a warm mesmeric charm"; "the sheer force of his presence was mesmerizing"; "a spellbinding description of life in ancient Rome"
a	00168551	0.625	0.125	irresistible#2	overpoweringly attractive; "irresistible beauty"
a	00168694	0.625	0	personable#1	(of persons) pleasant in appearance and personality
a	00168820	0.5	0	photogenic#1	looking attractive in photographs
a	00168910	0.5	0	prepossessing#1	creating a favorable impression; "strong and vigorous and of prepossessing appearance"
a	00169056	0.625	0	winsome#1	charming in a childlike or naive way
a	00169164	0.5	0.25	unattractive#1	lacking beauty or charm; "as unattractive as most mining regions"
a	00169432	0.375	0.25	plain#7 homely#1	lacking in physical beauty or proportion; "a homely child"; "several of the buildings were downright homely"; "a plain girl with a freckled face"
a	00169692	0.125	0.25	subfusc#1	devoid of brightness or appeal; "a subfusc mining town"; "dark subfusc clothing"
a	00169826	0	0.125	unpresentable#1 unprepossessing#1	creating an unfavorable or neutral first impression
a	00169955	0	0	attractive#3	having the properties of a magnet; the ability to draw or pull; "an attractive force";
a	00170156	0.5	0	repulsive#2	possessing the ability to repel; "a repulsive force"
a	00170358	0.25	0	appealing#1	able to attract interest or draw favorable attention; "He added an appealing and memorable figure to popular American mythology"- Vincent Starrett; "an appealing sense of humor"; "the idea of having enough money to retire at fifty is very appealing"
a	00170717	0.25	0	catchy#2 attention-getting#2	likely to attract attention; "a catchy title for a movie"
a	00170847	0.375	0	attractive#2	having power to arouse interest; "an attractive opportunity"; "the job is attractive because of the pay"
a	00171044	0.125	0.625	unappealing#2	not able to attract favorable attention; "they have made the place as unappealing as possible"; "was forced to talk to his singularly unappealing hostess"
a	00171292	0.25	0.5	off-putting#2	tending to repel; "The trappings of upper-class life are off-putting and sterile"- Elizabeth Hess
a	00171447	0.375	0	unattractive#2	lacking power to arouse interest; "being unemployed is a most unattractive prospect"
a	00171590	0.625	0	attributable#1	capable of being attributed; "the collapse of the movement was attributable to a lack of morale"; "an idea attributable to a Russian"
